Property label,Definition,Property URI,Controlled vocabluary (if applicable),Usage note,Requirement level,Range,Cardinality,Source of constraint,Value,SHACL_dash:viewer,SHACL_dash:editor,SHACL_sh:node,SHACL_sh:uniqueLang,SHACL_pattern,SHACL_default_value,SeMPyRO_rdf_term,SeMPyRO_rdf_type,SeMPyRO_range
CtScannerType,Type of of CT scanner used for this imaging session.,,,"Vocabulary to be determined; for example: Multislice-CT, Cone-beam CT, PhotonCounting CT, Weight-bearing CT, other, unknown",Mandatory,,1..n,,,,,,,,,,,
