Property label,Definition,Property URI,Controlled vocabluary (if applicable),Usage note,Requirement level,Range,Cardinality,Source of constraint,Value,SHACL_dash:viewer,SHACL_dash:editor,SHACL_sh:node,SHACL_sh:uniqueLang,SHACL_pattern,SHACL_default_value,SeMPyRO_rdf_term,SeMPyRO_rdf_type,SeMPyRO_range
radiopharmaceutical,"The positron-emitting radiopharmaceutical used for the PET-scan, see DICOM tag (0018,0031) Radiopharmaceutical.",,,"Vocabulary to be determined, for example: https://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_4020.html or Radiopharmaceutical: https://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_4021.html",Mandatory,,1,,,,,,,,,,,
